grade1,grade2,grade3,attendance_rate,study_hours,passed
37,85,47,0.59,8.2,0
91,92,45,0.51,11.4,0
58,77,80,0.82,7.8,1
46,88,66,0.55,1.3,0
95,73,43,0.69,8.2,1
35,84,97,0.48,11.4,1
87,84,59,0.83,4.9,1
98,30,89,0.64,11.3,1
57,37,82,0.48,8.4,0
91,33,65,0.84,3.1,1
70,82,59,0.46,2.6,0
98,87,93,0.74,2.9,1
70,66,43,0.76,8.7,0
78,78,52,0.96,7.5,1
78,96,77,0.49,6.0,1
32,48,57,0.79,3.9,0
39,30,36,0.63,11.0,0
64,58,71,0.64,3.4,1
31,62,39,0.7,4.1,0
53,81,97,0.54,1.6,0
67,70,73,0.68,4.0,0
51,52,42,0.81,11.2,0
55,34,62,0.67,3.1,0
72,86,61,0.43,3.2,0
84,35,77,0.55,7.6,1
68,78,34,0.61,7.2,0
58,51,90,0.61,2.9,0
49,33,32,0.45,2.7,0
70,93,53,0.67,2.3,0
83,66,63,0.82,10.5,1
49,60,71,0.43,8.2,0
48,66,49,0.85,11.5,0
95,74,70,0.97,2.8,1
59,37,49,0.41,6.1,0
82,69,35,0.52,9.2,1
63,34,86,0.73,3.3,1
51,57,71,0.53,8.5,0
96,38,54,0.86,6.2,1
35,31,70,0.59,5.7,0
56,92,70,0.58,8.1,0
39,80,32,0.4,6.1,0
77,60,72,0.56,10.0,1
99,36,75,0.53,11.2,1
88,59,86,0.61,7.5,1
88,87,80,0.49,4.3,1
31,32,34,0.76,9.5,0
58,80,44,0.54,2.9,0
97,85,68,0.9,2.0,1
94,39,99,0.57,6.7,1
55,90,67,0.53,8.1,1
39,79,68,0.43,10.2,1
82,76,81,0.84,11.5,1
88,30,32,0.7,10.6,0
51,86,58,0.47,11.9,1
80,67,60,0.53,6.2,1
77,91,95,1.0,4.5,1
50,99,74,0.88,6.1,1
51,94,51,0.61,8.1,0
59,91,39,0.73,6.6,1
54,85,50,0.65,8.0,1
57,96,46,0.42,10.8,1
94,46,96,0.87,2.8,1
74,37,36,0.83,2.3,0
97,89,65,0.65,6.5,1
36,69,96,0.91,11.8,1
78,91,59,0.72,1.6,1
38,70,58,0.44,11.9,0
65,41,62,0.56,11.6,0
30,83,88,0.68,4.2,1
39,40,49,0.46,10.8,0
65,89,58,0.74,1.1,1
75,97,82,0.47,6.0,0
61,75,30,0.52,5.4,0
61,67,63,0.94,10.9,1
35,90,73,1.0,6.2,1
77,46,43,0.73,5.6,0
67,95,66,0.77,8.0,1
46,65,64,0.88,5.1,0
56,36,88,0.82,6.9,0
83,45,53,0.51,11.5,1
79,43,94,0.65,3.2,1
64,54,35,0.72,6.0,0
54,33,97,0.62,1.2,0
57,58,67,0.51,10.3,1
44,85,30,0.84,2.0,0
33,35,70,0.52,2.0,0
56,30,60,0.56,10.7,0
55,68,65,0.57,5.5,0
48,30,83,0.5,8.6,0
46,92,60,0.91,10.4,1
72,86,58,0.77,5.1,1
70,96,32,0.9,3.9,1
71,94,87,0.7,2.9,0
79,94,90,0.71,7.7,1
69,50,35,0.77,3.8,0
68,59,49,0.62,8.0,0
52,62,90,0.7,4.5,0
81,77,75,0.73,4.8,1
76,51,42,0.97,3.7,0
92,83,52,0.93,5.6,1
98,33,60,0.48,2.8,0
72,84,33,0.42,4.5,1
77,73,95,0.81,9.6,1
63,41,45,0.43,3.4,0
69,81,60,0.44,11.4,1
90,94,77,0.5,6.4,1
79,94,72,0.61,2.2,1
96,39,33,0.66,11.4,0
91,47,91,0.71,6.0,1
87,76,77,1.0,7.1,1
62,95,57,0.63,3.0,0
45,78,45,0.55,4.7,0
77,51,98,0.75,8.7,1
39,55,59,0.53,2.4,0
67,38,94,0.96,7.3,1
48,50,98,0.56,8.6,1
65,92,43,0.99,1.0,1
88,35,63,0.65,10.2,1
92,43,85,0.89,1.6,1
75,62,58,0.79,3.7,1
32,53,54,0.96,11.6,0
94,80,95,0.78,1.9,1
37,31,69,0.75,10.1,0
80,44,44,0.79,8.2,0
35,64,61,0.87,7.6,0
68,65,49,0.94,7.4,1
89,68,82,0.56,2.8,0
57,33,96,0.52,8.4,0
83,93,78,0.42,11.5,1
66,35,96,0.62,1.8,0
38,86,30,0.91,4.7,0
85,59,68,0.44,6.2,1
88,96,90,0.72,3.6,1
31,44,84,0.82,9.1,1
90,46,98,0.9,8.6,1
87,47,31,0.75,2.3,0
89,48,46,0.51,7.3,1
69,98,58,0.98,5.1,1
65,53,33,0.46,3.5,0
66,77,93,0.86,10.3,1
47,59,72,0.45,1.6,0
92,44,41,0.49,6.1,0
51,76,79,0.94,6.2,1
40,73,97,0.85,7.3,1
87,56,90,0.62,3.2,1
86,93,80,0.78,10.6,1
33,70,34,0.67,11.6,0
36,97,57,0.44,7.0,1
90,34,39,0.83,3.8,0
83,82,81,0.86,10.6,1
97,37,46,0.93,11.9,0
30,51,94,0.72,9.2,0
84,36,50,0.8,4.7,0
32,51,83,0.66,3.6,0
67,75,78,0.59,2.7,1
30,59,51,0.65,3.6,0
67,45,98,0.95,3.5,1
58,34,93,0.5,11.6,1
34,96,65,0.55,8.1,1
50,52,50,0.76,2.8,0
96,90,85,0.47,6.4,1
76,34,77,0.94,3.0,1
64,52,47,0.43,7.7,0
97,54,44,0.85,4.8,1
98,37,73,0.62,3.2,1
30,50,74,0.43,3.7,0
97,31,65,0.91,8.4,1
41,51,69,0.78,5.5,0
89,97,80,0.41,6.6,1
56,93,59,0.56,10.0,1
85,48,55,0.61,8.2,1
52,82,60,0.59,6.1,1
54,81,85,0.7,11.5,1
50,76,90,0.72,3.4,1
90,83,46,0.64,4.2,1
92,73,53,0.6,11.0,1
81,36,33,0.7,10.4,0
54,30,38,0.42,2.4,0
84,92,31,0.79,11.2,1
75,68,64,0.76,1.1,1
61,48,67,0.57,10.0,0
84,60,74,0.51,4.1,1
34,53,44,0.44,3.1,0
65,98,71,0.75,5.9,1
78,94,32,0.74,10.9,1
87,62,60,0.72,9.6,1
68,88,81,0.99,11.6,1
90,62,70,0.72,7.0,1
38,61,86,0.83,6.6,1
35,88,71,0.47,1.1,0
64,70,82,0.58,3.0,1
68,41,85,0.57,6.5,1
51,40,82,0.75,9.3,0
70,48,61,0.6,10.0,0
34,83,83,0.78,4.1,1
71,86,66,0.81,8.8,1
96,71,37,0.42,10.1,1
59,60,40,0.78,5.1,0
86,81,83,0.47,8.7,1
58,31,89,0.68,5.8,0
66,67,39,0.84,11.8,0
42,61,99,0.82,1.1,1
61,39,71,0.58,5.6,0
75,37,66,0.56,3.9,0
52,49,87,0.66,10.3,1
74,49,88,0.51,4.2,1
46,38,53,0.98,7.0,0
95,44,57,0.61,9.1,0
35,92,66,0.95,6.5,1
47,50,50,0.94,5.5,0
51,34,62,0.62,1.5,0
62,64,31,0.55,1.3,0
59,97,57,0.86,11.5,1
61,77,44,0.54,8.1,0
71,91,30,0.71,10.1,1
39,64,57,0.47,6.3,0
65,99,79,0.63,3.9,0
63,50,64,0.45,4.2,0
57,68,57,0.57,1.5,0
40,63,38,0.8,9.7,1
68,44,53,0.99,7.4,0
76,35,92,0.55,6.3,1
48,95,33,0.68,10.4,0
44,85,85,0.67,5.9,1
57,78,70,0.51,11.4,0
53,30,96,0.77,1.1,0
38,94,77,0.83,11.8,1
76,57,87,0.49,10.0,1
62,49,68,0.85,4.9,0
91,77,54,0.82,7.5,1
48,94,89,0.52,10.5,1
96,80,76,0.79,6.3,1
69,72,90,0.64,1.6,1
76,78,56,0.81,10.9,1
94,54,71,0.7,6.7,1
58,70,81,0.43,7.0,1
79,93,77,0.87,1.2,1
42,90,61,0.73,2.1,1
30,41,53,0.83,9.6,0
63,98,32,0.48,5.8,1
77,43,56,0.83,12.0,1
77,63,69,0.65,8.7,1
78,77,52,0.88,11.4,1
93,90,36,0.76,4.1,1
90,64,66,0.61,2.9,1
58,94,36,0.52,5.1,1
68,88,51,0.89,3.9,1
55,65,46,0.74,7.7,0
46,48,48,0.99,9.2,0
42,71,68,0.62,5.4,1
98,98,65,0.81,2.0,1
55,48,44,0.77,1.3,0
78,68,92,0.78,3.4,1
96,98,58,0.84,9.1,1
36,81,89,0.48,3.4,1
87,41,85,0.73,11.0,1
78,76,69,0.71,8.2,1
82,65,45,0.61,10.5,1
94,92,62,0.66,5.2,1
91,80,45,0.71,11.8,1
46,72,59,0.59,8.5,0
72,63,95,0.58,4.9,1
54,78,73,0.84,3.3,1
32,47,67,0.44,10.5,0
58,90,80,0.59,4.5,1
61,86,89,0.79,1.5,1
55,34,47,0.53,4.1,0
45,53,34,0.74,3.0,0
54,93,69,0.58,4.5,1
83,88,35,0.91,7.7,1
57,67,41,0.61,6.5,0
85,62,41,0.54,8.8,0
94,39,51,0.72,4.7,1
70,66,78,0.48,2.3,0
80,40,79,0.88,2.8,1
58,53,33,0.81,9.8,0
48,50,79,0.86,2.1,0
95,49,32,0.64,9.8,0
70,39,45,0.9,3.3,0
74,76,43,0.7,8.5,0
44,76,93,0.46,7.9,0
32,44,70,0.53,2.1,0
40,73,97,0.83,8.3,1
82,91,88,0.94,5.9,1
75,35,31,0.46,8.8,0
59,95,39,0.92,10.2,1
86,33,55,0.88,1.4,0
47,52,33,0.61,8.1,0
80,42,57,0.81,2.2,0
77,60,31,0.51,5.2,0
95,45,95,0.89,1.1,1
37,70,45,0.79,4.6,0
51,30,86,0.66,2.9,0
35,41,52,0.92,7.1,0
86,85,52,0.48,6.6,1
65,79,50,0.91,9.7,1
86,49,54,0.41,8.0,1
78,95,87,0.85,8.9,1
74,65,66,0.74,2.0,1
95,67,78,0.82,1.3,1
74,51,44,0.65,11.7,0
49,90,57,0.92,5.7,1
93,79,96,0.59,5.3,1
96,88,33,0.56,1.4,0
32,49,76,0.58,2.3,0
83,65,79,0.86,11.3,1
93,44,89,0.7,8.6,1
69,91,91,0.72,5.5,1
88,32,96,0.9,10.9,1
84,34,72,0.9,7.5,1
91,85,87,0.5,9.2,1
33,60,81,0.73,5.7,0
89,64,98,0.48,5.7,1
59,99,75,0.92,1.8,1
31,55,54,0.9,9.1,0
91,30,54,0.91,2.1,0
78,36,64,0.82,9.4,0
38,65,90,0.68,3.1,0
60,54,44,0.64,3.7,0
90,88,64,0.64,11.1,1
77,90,58,0.44,6.2,0
54,58,67,0.97,2.4,0
65,47,98,0.67,11.0,0
37,70,53,0.96,6.0,0
87,48,48,0.93,2.4,1
74,33,75,0.9,5.3,1
91,94,78,0.75,7.5,1
68,70,73,0.46,5.0,1
87,44,55,0.59,11.2,1
93,83,54,0.76,4.0,1
73,93,64,0.41,2.9,0
58,44,65,0.43,3.4,0
88,79,43,0.81,1.9,1
38,51,85,0.93,6.0,0
35,47,35,0.91,10.7,0
58,31,61,0.5,4.4,0
87,65,55,0.95,3.8,1
46,49,44,0.82,10.2,0
45,45,78,0.83,4.4,1
32,96,85,0.58,6.2,1
50,59,66,0.83,1.3,0
93,84,82,0.83,4.2,1
65,95,87,0.76,2.4,1
91,55,65,0.61,2.2,0
71,86,40,0.89,5.7,1
71,98,56,0.96,4.1,1
90,31,31,0.92,2.8,0
42,85,51,0.55,6.6,0
40,91,95,0.67,9.6,1
83,63,46,0.61,9.1,1
45,85,33,0.82,3.8,0
37,84,43,0.9,3.9,0
88,49,36,0.53,9.1,0
86,79,45,0.97,7.1,1
69,54,95,0.81,9.2,1
88,54,48,0.53,1.0,0
31,82,30,0.62,2.0,0
39,43,60,0.46,9.8,0
73,89,33,0.76,10.4,1
40,72,87,0.5,4.8,1
31,91,85,0.82,11.5,1
79,98,82,0.84,4.3,1
41,92,72,0.69,10.8,0
52,31,78,0.46,5.6,0
47,83,89,0.77,7.2,1
91,45,45,0.62,8.1,1
91,84,89,0.97,2.5,1
67,72,76,0.71,1.4,1
96,90,44,0.44,5.7,1
67,67,92,0.78,2.8,1
96,74,57,0.87,7.0,1
90,80,49,0.5,6.0,1
30,71,92,0.67,2.3,1
74,53,62,0.85,8.3,1
57,59,65,0.41,1.2,0
50,66,42,0.42,2.4,0
42,82,91,0.81,8.7,1
56,92,97,0.84,6.8,1
36,40,52,0.91,4.1,0
51,52,42,0.64,3.0,0
82,79,69,0.63,8.1,1
33,84,59,0.73,3.3,0
52,84,54,0.85,11.8,1
99,33,55,0.78,10.6,1
62,83,53,0.6,2.5,0
57,90,68,0.61,10.5,0
37,34,90,0.86,4.8,0
30,47,78,0.72,6.4,0
66,73,70,0.46,2.6,1
92,60,99,0.49,2.3,0
51,50,49,0.91,10.5,0
99,76,73,1.0,7.9,1
50,59,45,0.6,6.1,0
64,84,50,0.63,1.4,1
34,97,44,0.49,11.1,0
89,98,68,0.54,5.1,1
75,70,71,0.65,5.6,1
79,74,90,0.57,4.2,1
77,59,33,0.82,10.8,0
35,74,53,0.72,4.8,0
85,74,32,0.89,2.9,1
88,74,30,0.83,6.5,1
58,84,42,0.48,9.6,1
47,88,83,0.47,5.1,1
31,34,69,0.94,8.2,0
37,61,40,0.89,4.3,0
83,35,71,0.68,8.9,0
67,55,33,0.48,8.4,0
77,66,54,0.94,8.5,1
56,42,65,0.54,8.1,0
49,98,93,0.42,2.7,0
41,54,73,0.95,10.8,0
72,42,69,0.89,7.4,1
90,49,74,0.82,5.2,1
60,89,37,0.42,2.9,0
90,50,64,0.72,9.6,1
96,90,73,0.79,6.6,1
64,55,47,0.86,2.6,0
44,83,76,0.68,11.1,1
45,71,54,0.97,2.2,0
42,40,70,0.55,6.8,0
64,66,34,0.44,7.7,0
88,40,93,0.6,12.0,1
50,56,91,0.8,2.6,1
83,63,32,0.84,7.7,0
59,67,66,0.84,6.2,1
77,90,70,0.47,3.8,0
64,82,49,0.93,11.4,1
67,94,96,0.57,9.7,1
60,32,69,0.53,9.5,0
53,96,37,0.77,10.9,1
78,57,34,0.53,9.0,0
61,43,54,0.7,6.6,0
84,81,68,0.64,5.3,1
87,59,66,0.54,8.7,0
32,87,34,0.58,7.6,0
98,83,37,0.66,7.0,1
39,98,33,0.61,7.5,0
54,44,70,0.63,8.2,0
97,67,89,0.84,11.7,1
90,43,83,0.5,9.3,1
58,86,51,0.78,2.9,1
48,88,48,0.81,6.1,1
72,37,97,0.88,8.5,1
95,48,62,0.91,2.9,1
90,61,51,0.5,11.3,1
72,58,94,0.48,1.8,0
54,70,40,0.77,7.7,0
49,74,45,0.85,11.7,0
77,42,97,0.56,9.0,1
53,56,73,0.72,8.4,1
40,48,38,0.86,12.0,0
84,55,91,0.86,9.7,1
57,82,44,0.79,11.7,1
98,80,35,0.45,8.7,1
92,66,30,0.43,8.3,1
88,38,49,0.63,9.4,0
34,81,65,0.42,3.1,0
80,83,31,0.94,9.9,1
50,32,99,0.41,11.7,1
41,98,31,0.42,7.7,0
79,37,32,0.5,1.1,0
33,43,36,0.78,1.8,0
71,32,93,0.72,3.6,1
67,53,70,0.8,6.4,1
54,42,83,0.94,5.6,0
43,72,70,0.67,11.8,1
61,58,34,0.43,11.4,0
40,80,92,0.86,5.3,1
90,71,30,0.89,9.7,1
47,60,54,0.43,8.0,0
56,92,75,0.55,3.7,1
84,55,44,0.86,11.2,1
83,47,98,0.63,3.9,1
50,86,46,0.68,10.6,1
73,36,50,0.89,8.0,0
34,77,82,0.46,7.8,1
70,89,84,0.81,10.2,1
88,62,39,0.53,6.4,1
83,32,86,0.44,10.4,1
51,33,94,0.8,7.1,1
94,33,66,0.47,11.8,1
93,71,36,0.85,8.3,1
33,38,69,0.52,5.1,0
94,80,79,0.43,9.4,1
44,46,30,0.46,6.6,0
51,46,49,0.9,9.9,0
76,49,60,0.62,10.2,1
75,43,97,0.58,7.8,1
43,51,41,0.69,10.6,0
79,81,51,0.78,5.4,1
49,56,30,0.42,1.6,0
79,72,30,0.94,8.3,1
62,32,32,0.98,9.4,0
88,37,50,0.65,1.8,0
72,39,42,0.65,9.5,0
41,58,90,0.93,8.0,1
69,69,42,0.66,2.3,0
49,94,62,0.91,6.9,1
67,50,35,0.42,2.2,0
32,53,54,0.69,4.5,0
57,89,52,0.97,9.8,1
85,55,55,0.55,2.1,0
42,38,33,0.56,6.1,0
95,49,64,0.78,7.7,1
66,85,54,0.96,11.3,1
78,65,49,0.52,9.1,0
95,65,30,0.95,2.5,1
65,51,97,0.8,11.7,1
83,30,52,1.0,6.3,1
55,98,51,0.84,5.1,1
69,66,91,0.8,2.4,1
72,42,30,0.89,11.3,0
51,72,88,0.51,7.4,1
49,66,97,0.97,11.9,1
37,54,48,0.5,2.9,0
58,50,59,0.42,7.0,0
69,70,30,0.82,2.2,0
59,71,77,0.51,6.8,1
84,71,48,0.86,10.8,1
45,31,81,0.88,2.2,0
75,97,51,0.54,4.0,0
91,37,79,0.45,8.5,1
36,90,95,0.7,1.8,0
74,43,35,0.93,6.0,0
88,50,93,0.91,4.7,1
85,53,50,0.47,10.2,0
77,79,48,0.98,1.5,1
56,74,66,0.56,10.5,1
82,93,92,0.61,8.7,1
64,93,58,0.49,4.3,1
80,55,89,0.63,3.2,1
66,61,63,0.78,11.5,1
86,86,30,0.7,7.1,1
37,82,77,0.9,4.8,1
49,62,50,0.78,1.5,0
82,81,63,0.56,2.8,0
41,47,55,0.73,7.6,0
78,64,65,0.44,6.6,0
46,41,52,0.75,9.3,0
93,80,76,0.63,10.2,1
71,39,73,0.46,5.4,1
58,81,49,0.58,2.1,0
48,63,56,0.94,9.7,0
40,96,90,0.75,7.1,1
79,68,66,0.94,11.8,1
87,37,81,0.65,9.8,0
63,58,91,0.99,4.6,1
49,51,95,0.62,5.7,1
79,99,53,0.85,3.6,1
39,90,41,0.58,6.6,0
61,72,45,0.46,8.8,0
81,78,65,0.9,7.7,1
44,58,31,0.86,4.8,0
32,60,91,0.89,10.1,1
66,82,93,0.58,2.2,0
69,63,58,0.82,2.6,1
69,67,60,0.53,5.4,0
85,86,44,0.41,8.7,1
52,33,84,0.92,8.6,0
40,31,62,0.71,5.0,0
93,41,81,0.99,8.7,1
37,64,49,0.63,1.7,0
85,99,67,0.97,4.2,1
89,50,32,0.77,8.6,0
39,90,83,0.71,3.0,1
68,64,95,0.58,3.3,1
57,77,47,0.9,2.0,1
78,44,36,0.9,5.0,0
65,44,64,0.65,10.1,0
42,35,89,0.84,10.2,0
65,97,53,0.67,10.5,0
55,51,68,0.84,1.4,0
33,61,41,1.0,11.9,0
93,51,82,0.56,6.5,1
67,56,93,0.78,10.6,1
51,44,33,0.63,11.0,0
31,73,34,0.73,6.7,0
60,38,45,0.92,1.6,0
40,63,56,0.61,7.6,0
75,44,33,0.44,4.7,0
91,91,77,0.88,3.3,1
98,74,37,0.73,3.0,1
93,87,75,0.67,7.2,1
39,48,73,0.51,2.1,0
69,45,96,0.46,10.0,1
53,37,81,0.57,3.5,0
73,62,63,0.83,7.0,1
89,47,91,0.65,2.4,0
91,64,50,0.74,10.5,1
46,72,53,0.45,8.6,0
94,79,73,0.47,3.3,0
86,32,70,0.41,8.9,1
84,88,58,0.8,1.9,1
82,57,35,0.56,9.5,0
85,75,85,0.98,6.4,1
38,93,43,0.59,2.3,0
51,99,79,0.62,7.1,1
42,76,81,0.68,3.2,1
77,43,30,0.59,8.4,0
47,36,41,0.89,8.8,0
69,60,53,0.93,9.4,1
46,80,66,0.41,10.8,1
44,58,99,0.79,8.2,1
44,44,32,0.81,6.4,0
92,54,56,0.98,10.4,1
68,90,82,0.62,10.9,1
42,70,46,0.52,9.6,0
61,98,44,0.71,11.4,1
38,33,68,0.67,11.8,0
69,86,33,0.88,3.8,1
49,60,46,0.94,3.0,0
92,32,40,0.45,5.9,0
73,96,41,0.91,12.0,1
67,79,61,0.95,2.0,1
89,46,56,0.95,8.8,1
77,89,73,0.86,10.4,1
47,95,72,0.85,12.0,1
45,53,78,0.41,7.8,0
84,61,72,0.95,5.2,1
68,48,32,0.61,2.8,0
97,95,58,0.42,11.8,1
88,89,64,0.65,11.2,1
91,95,77,0.84,9.8,1
42,44,68,0.67,11.4,0
35,64,53,0.85,1.7,0
89,98,49,0.71,7.9,1
43,56,44,0.58,4.0,0
83,36,47,0.52,9.4,0
33,35,89,0.65,2.1,0
68,62,70,0.42,3.8,1
54,87,98,0.65,10.4,1
61,78,40,0.44,9.2,0
88,46,85,0.93,11.9,1
92,71,47,0.75,8.1,1
67,69,41,0.79,4.3,0
82,75,45,0.57,7.0,1
96,99,56,0.54,11.4,1
57,97,46,0.82,8.2,1
32,30,60,0.8,10.7,0
51,81,64,0.47,1.3,0
67,64,56,0.54,5.1,1
91,98,61,0.97,11.3,1
86,34,46,0.58,1.4,0
35,46,40,0.42,6.7,0
61,82,30,0.44,4.8,0
39,81,78,0.87,8.1,1
32,43,70,0.85,2.8,0
88,58,49,0.63,8.2,1
78,37,66,0.49,11.9,1
88,30,45,0.7,4.0,0
60,58,68,0.6,6.1,1
98,65,74,0.62,1.3,1
91,80,93,0.56,5.8,1
81,66,76,0.44,5.5,1
70,98,52,0.87,7.2,1
60,82,61,0.77,3.8,1
51,81,78,0.9,4.6,1
33,41,48,0.7,7.7,0
42,81,96,0.99,11.0,1
74,30,68,0.98,3.6,0
71,36,89,0.56,8.5,1
78,46,40,0.63,6.8,0
49,72,78,0.85,2.2,1
83,46,44,0.87,7.2,0
65,88,90,0.95,8.8,1
30,32,72,0.79,7.6,1
44,58,44,0.69,2.1,0
46,51,34,0.63,10.4,0
53,67,58,0.65,1.5,0
87,83,91,0.91,3.6,1
52,79,89,0.99,7.8,1
75,98,98,0.43,3.4,1
37,59,51,0.75,2.1,0
88,52,42,0.71,6.6,1
88,76,79,0.63,8.9,0
42,50,76,0.91,5.5,0
68,49,58,0.75,8.7,0
57,52,46,0.59,10.5,0
90,97,49,0.67,11.5,1
45,50,35,0.61,3.6,0
31,50,51,0.66,7.7,0
46,30,38,0.44,3.9,0
59,44,61,0.47,10.6,0
42,46,62,0.77,10.8,0
42,80,99,0.81,4.5,1
72,92,78,0.78,8.1,1
50,43,59,0.86,10.8,0
84,88,45,0.97,6.6,1
69,79,94,0.92,8.9,1
44,63,43,0.65,9.8,0
81,35,85,0.53,10.6,1
82,78,66,0.59,6.7,1
81,35,78,0.75,11.4,1
59,98,79,0.91,7.9,1
62,36,65,0.82,2.7,0
86,80,81,0.73,7.7,1
81,30,52,0.76,4.3,0
38,42,95,0.72,5.1,1
83,72,74,0.98,9.9,1
30,56,57,0.89,11.7,0
73,32,49,0.87,10.6,0
38,87,78,0.71,4.6,1
61,46,86,0.6,6.0,1
44,74,88,0.41,11.8,1
41,87,55,0.43,11.2,1
86,85,48,0.42,11.7,1
37,83,42,0.99,5.8,1
56,58,91,0.47,9.8,1
91,83,43,0.49,10.6,0
41,56,40,0.69,1.5,0
94,74,96,0.69,3.9,1
71,60,41,0.95,10.7,0
91,65,64,0.44,5.3,1
40,90,68,0.97,4.1,1
72,66,61,0.53,4.0,1
46,96,43,0.98,5.1,1
61,65,94,0.72,3.7,1
69,34,56,0.79,1.0,0
52,75,89,0.59,2.9,1
85,81,72,0.77,10.7,1
35,78,94,0.83,1.8,1
79,35,84,0.41,5.5,1
66,39,64,0.42,6.0,0
93,52,61,0.99,9.6,1
83,46,48,0.67,3.8,0
78,73,68,0.96,4.4,1
40,70,49,0.84,1.2,0
78,44,57,0.62,10.9,0
50,73,32,0.49,8.5,0
95,87,61,0.99,3.9,1
92,79,87,0.75,10.8,1
57,81,83,0.52,2.0,0
46,99,71,0.81,5.1,1
35,97,44,0.46,7.2,0
48,92,91,0.92,6.6,1
85,87,60,0.45,8.2,1
57,52,90,0.54,4.3,1
95,73,55,0.45,9.3,1
67,73,98,0.46,5.5,1
66,81,86,0.71,2.4,1
97,96,49,0.81,9.1,1
78,57,95,0.87,11.0,1
72,96,50,0.82,5.0,1
65,47,89,0.62,7.5,0
87,56,92,0.73,8.6,1
42,80,80,0.96,10.1,1
81,89,68,0.63,3.2,1
87,78,40,0.55,7.3,1
61,44,86,0.71,9.1,1
89,97,32,0.58,3.2,1
87,44,66,0.56,6.2,1
85,80,54,0.87,6.1,1
57,77,50,0.93,10.2,1
30,30,71,0.7,9.6,0
71,36,30,0.87,3.6,0
77,82,52,0.51,3.6,1
69,60,53,0.73,9.0,1
92,47,76,0.78,9.1,1
33,41,36,0.69,3.0,0
67,77,67,0.47,5.5,1
56,59,76,0.84,10.1,1
38,36,64,0.9,1.9,0
45,32,91,0.78,5.1,0
85,92,32,0.5,8.1,1
60,35,49,0.44,9.5,0
43,44,73,0.58,8.2,0
54,72,61,0.42,5.4,1
63,47,55,0.9,11.9,0
96,51,77,0.82,1.5,1
53,90,34,0.74,6.4,0
55,90,88,0.93,6.6,1
49,82,90,0.47,3.6,1
93,55,78,0.83,7.1,1
39,69,59,0.49,3.4,0
96,37,46,0.44,5.9,0
53,50,99,0.48,5.7,1
34,72,87,0.97,9.5,1
96,50,92,0.66,11.4,1
87,32,90,0.43,3.2,1
56,60,92,0.75,11.9,1
44,56,44,0.52,11.3,0
64,56,30,0.4,2.2,0
82,86,42,0.86,11.0,1
73,62,77,0.49,7.2,1
55,73,63,0.97,10.7,1
76,72,59,0.76,11.4,1
63,60,48,0.45,10.4,0
79,94,93,0.53,5.4,1
41,46,95,0.77,8.0,1
33,44,86,0.6,6.1,0
77,63,73,0.72,5.0,1
84,33,41,0.88,3.8,0
30,57,69,0.88,5.9,1
95,31,53,0.82,9.9,0
59,46,40,0.93,10.3,0
32,87,95,0.52,11.5,1
50,38,30,0.51,4.2,0
78,60,87,0.88,8.2,1
91,95,57,0.59,8.6,1
67,91,97,0.71,3.1,1
44,48,88,0.85,5.0,0
81,84,51,0.64,4.8,0
75,57,58,0.48,11.8,1
54,79,98,0.81,11.5,1
50,94,74,0.89,10.0,1
34,32,99,0.41,6.2,0
99,81,46,0.74,3.9,1
76,39,68,0.68,11.1,1
97,50,69,0.56,3.9,0
47,66,57,0.5,6.7,0
50,44,31,0.51,3.7,0
52,38,56,0.83,11.7,0
93,73,50,0.72,1.5,1
96,68,36,0.99,2.9,1
69,34,90,0.55,9.4,1
39,54,81,0.97,2.7,0
81,85,77,0.71,11.8,1
90,93,48,0.49,4.5,0
93,81,41,0.49,11.1,1
34,38,31,0.77,8.3,0
82,39,46,0.9,8.0,0
84,39,32,0.85,11.1,0
66,91,50,0.79,6.6,1
85,89,80,0.5,5.4,1
88,48,39,0.47,3.4,0
98,67,84,0.4,2.6,0
88,35,65,0.46,9.7,1
31,44,80,0.86,2.4,0
94,76,46,0.94,5.3,1
89,74,90,0.54,5.5,1
80,34,42,0.88,8.3,0
59,82,94,0.52,4.1,1
40,95,77,0.55,10.2,1
68,91,99,0.53,3.3,1
92,52,76,0.43,9.7,1
93,73,39,0.52,10.3,0
90,81,86,0.62,3.1,0
83,75,42,0.64,9.9,1
87,48,90,0.59,8.9,1
85,76,87,0.71,10.6,1
63,81,97,0.63,6.6,1
60,53,58,0.98,3.6,0
81,46,45,0.88,11.0,0
30,75,92,0.96,9.7,1
84,93,76,0.73,1.2,1
51,57,72,0.81,11.3,0
69,79,52,0.5,11.4,1
30,93,59,0.85,4.9,1
94,57,86,0.54,1.1,0
92,85,59,0.49,7.1,1
83,88,96,0.43,11.1,1
71,34,85,0.68,2.4,0
50,83,53,0.57,7.5,1
51,73,37,0.99,9.0,0
67,71,73,0.55,2.5,1
37,86,63,0.92,6.6,1
91,76,64,0.59,2.0,0
76,54,79,0.85,7.1,1
46,73,46,0.8,5.9,0
46,44,31,0.74,3.9,0
42,80,83,0.65,10.4,0
46,82,73,0.8,5.2,1
67,63,78,0.64,8.7,1
74,37,31,0.73,9.7,0
35,99,99,0.75,3.0,1
64,50,38,0.56,2.3,0
43,36,30,0.6,1.1,0
90,85,98,0.41,4.4,1
44,78,38,0.91,10.0,0
83,71,43,0.85,9.5,1
56,52,56,0.51,10.6,0
42,81,38,0.62,9.4,0
